,name,price,year,kms,fuel,city,homedrive,emi
619,Toyota Corolla Altis JS Petrol,₹ 4.4 Lakh,2013,"62,715 km",Petrol,Navi Mumbai,Great Price,"EMI starts at₹7,306"
620,Skoda Slavia Style 1.5L TSI DSG,₹ 19.5 Lakh,2022,"3,900 km",Petrol,Navi Mumbai,,"EMI starts at₹32,383"
621,Skoda Slavia Style 1.5L TSI DSG,₹ 19.5 Lakh,2022,"3,900 km",Petrol,Navi Mumbai,,"EMI starts at₹32,383"
622,MG Hector Plus Sharp 2.0 Diesel,₹ 17 Lakh,2020,"25,896 km",Diesel,Navi Mumbai,,"EMI starts at₹28,231"
623,Toyota Land Cruiser Prado TX,₹ 23.75 Lakh,2010,"1,61,000 km",Diesel,Navi Mumbai,,
624,Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),₹ 19.5 Lakh,2022,"4,000 km",Petrol,Navi Mumbai,,"EMI starts at₹32,383"
625,Toyota Corolla Altis 1.8 G,₹ 2.7 Lakh,2010,"1,13,635 km",Petrol,Navi Mumbai,Great Price,
626,Toyota Fortuner 2.8 4x2 AT [2016-2020],₹ 40.75 Lakh,2021,"28,000 km",Diesel,Navi Mumbai,,"EMI starts at₹67,672"
627,MG Hector Plus Sharp Hybrid 1.5 Petrol,₹ 17.5 Lakh,2021,"9,761 km",Petrol,Navi Mumbai,,"EMI starts at₹29,061"
628,Maruti Suzuki Baleno Zeta 1.2,₹ 5.2 Lakh,2017,"51,966 km",Petrol,Navi Mumbai,Great Price,"EMI starts at₹8,635"
629,Skoda Rapid Monte Carlo 1.6 MPI MT [2017],₹ 7.9 Lakh,2017,"39,000 km",Petrol,Navi Mumbai,,"EMI starts at₹13,119"
630,Toyota Corolla Altis J(S) Diesel,₹ 5.45 Lakh,2013,"1,09,000 km",Diesel,Navi Mumbai,,"EMI starts at₹9,050"
631,Mercedes-Benz GLA 200 Sport,₹ 17.75 Lakh,2015,"43,359 km",Petrol,Navi Mumbai,,"EMI starts at₹29,476"
632,BMW X1 sDrive20d xLine,₹ 30.5 Lakh,2019,"59,000 km",Diesel,Navi Mumbai,Home Test Drive,"EMI starts at₹50,650"
633,Tata Harrier XZA,₹ 22.99 Lakh,2021,"38,000 km",Diesel,Navi Mumbai,,"EMI starts at₹38,178"
634,Mercedes-Benz M-Class ML 350 CDI,₹ 22.75 Lakh,2013,"70,000 km",Diesel,Navi Mumbai,Home Test Drive,"EMI starts at₹37,780"
635,Audi A6 35 TDI Matrix,₹ 24.5 Lakh,2016,"60,000 km",Diesel,Navi Mumbai,,"EMI starts at₹40,686"
636,Skoda Kushaq Style 1.5L TSI MT,₹ 15.9 Lakh,2021,"17,000 km",Petrol,Navi Mumbai,,"EMI starts at₹26,404"
637,Volkswagen Tiguan Highline TDI,₹ 26.75 Lakh,2019,"58,000 km",Diesel,Navi Mumbai,Home Test Drive,"EMI starts at₹44,422"
638,BMW 7 Series 730Ld M Sport,₹ 75 Lakh,2017,"22,000 km",Diesel,Navi Mumbai,,EMI starts at₹1.25 L
639,Maruti Suzuki Celerio VXi [2017-2019],₹ 4.98 Lakh,2018,"70,000 km",Petrol,Navi Mumbai,,
640,Maruti Suzuki Swift Dzire LXI,₹ 6.1 Lakh,2017,"38,674 km",Petrol,Navi Mumbai,,"EMI starts at₹10,130"
641,Maruti Suzuki Wagon R VXi 1.0 [2019-2019],₹ 5.75 Lakh,2020,"51,121 km",Petrol,Navi Mumbai,,"EMI starts at₹9,548"
642,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.45 Lakh,2017,"68,421 km",CNG,Navi Mumbai,,"EMI starts at₹7,389"
643,Maruti Suzuki Dzire ZXi,₹ 7.2 Lakh,2018,"41,189 km",Petrol,Navi Mumbai,,"EMI starts at₹11,956"
644,Maruti Suzuki Dzire VXi,₹ 7.3 Lakh,2020,"30,251 km",Petrol,Navi Mumbai,,"EMI starts at₹12,122"
645,Maruti Suzuki Dzire VXi,₹ 7.3 Lakh,2020,"30,251 km",Petrol,Navi Mumbai,,"EMI starts at₹12,122"
646,Maruti Suzuki Dzire ZXi,₹ 7.2 Lakh,2018,"41,189 km",Petrol,Navi Mumbai,,"EMI starts at₹11,956"
647,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.2 Lakh,2017,"89,656 km",CNG,Navi Mumbai,,"EMI starts at₹6,974"
648,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 3.2 Lakh,2013,"69,891 km",CNG,Navi Mumbai,,"EMI starts at₹5,314"
649,Maruti Suzuki Wagon R 1.0 LXI,₹ 3.4 Lakh,2014,"46,349 km",Petrol,Navi Mumbai,,"EMI starts at₹5,646"
650,Maruti Suzuki Wagon R 1.0 VXI,₹ 4.2 Lakh,2016,"16,398 km",Petrol,Navi Mumbai,,"EMI starts at₹6,974"
651,Maruti Suzuki Ciaz ZXI+ AT,₹ 6.59 Lakh,2016,"60,000 km",Petrol,Navi Mumbai,,"EMI starts at₹10,943"
652,Honda Mobilio V Petrol,₹ 4.85 Lakh,2014,"32,652 km",Petrol,Navi Mumbai,,"EMI starts at₹8,054"
653,Maruti Suzuki SX4 ZXi,₹ 2.1 Lakh,2010,"1,25,000 km",Petrol,Navi Mumbai,,
654,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2016-2017],₹ 5.4 Lakh,2018,"44,000 km",Petrol,Navi Mumbai,,"EMI starts at₹8,967"
655,Maruti Suzuki Wagon R LXi 1.0 CNG,₹ 5.75 Lakh,2020,"49,652 km",CNG,Navi Mumbai,,"EMI starts at₹9,548"
656,Honda Brio S MT,₹ 3.95 Lakh,2016,"51,123 km",Petrol,Navi Mumbai,,"EMI starts at₹6,559"
657,Maruti Suzuki Swift DZire VXI,₹ 4.25 Lakh,2012,"71,565 km",Petrol,Navi Mumbai,Home Test Drive,
658,Maruti Suzuki Swift LXi,₹ 2.2 Lakh,2008,"1,04,000 km",Petrol,Navi Mumbai,,
659,Maruti Suzuki Swift VXi,₹ 2.35 Lakh,2010,"91,178 km",Petrol,Navi Mumbai,,
660,Maruti Suzuki Alto LX CNG,₹ 1.85 Lakh,2011,"58,000 km",CNG,Navi Mumbai,,
661,Maruti Suzuki Estilo LX BS-IV,₹ 1.7 Lakh,2010,"93,000 km",Petrol,Navi Mumbai,,
662,Maruti Suzuki Ertiga Vxi CNG,₹ 6.15 Lakh,2014,"87,123 km",CNG,Navi Mumbai,,"EMI starts at₹10,213"
663,Maruti Suzuki Swift DZire VXI,₹ 3.75 Lakh,2013,"67,000 km",Petrol,Navi Mumbai,,"EMI starts at₹6,227"
664,Volkswagen Polo Highline1.2L (P),₹ 5.45 Lakh,2016,"21,652 km",Petrol,Navi Mumbai,,"EMI starts at₹9,050"
665,Maruti Suzuki Alto K10 VXi,₹ 1.95 Lakh,2011,"62,813 km",Petrol,Navi Mumbai,,
666,Maruti Suzuki Swift Dzire ZXi,₹ 2.35 Lakh,2010,"67,123 km",Petrol,Navi Mumbai,,
667,Hyundai i20 Sportz 1.2 (O),₹ 3.65 Lakh,2012,"42,122 km",Petrol,Navi Mumbai,,
668,Maruti Suzuki SX4 VXi,₹ 1.5 Lakh,2007,"82,000 km",Petrol,Navi Mumbai,,
669,Volkswagen Vento Trendline Petrol,₹ 2.85 Lakh,2011,"64,000 km",Petrol,Navi Mumbai,,
670,Maruti Suzuki Ciaz ZXI+,₹ 6.65 Lakh,2017,"42,123 km",Petrol,Navi Mumbai,,"EMI starts at₹11,043"
671,Maruti Suzuki Celerio VXi CNG,₹ 5.75 Lakh,2020,"65,123 km",CNG,Navi Mumbai,,"EMI starts at₹9,548"
672,Honda Mobilio E Diesel,₹ 5.6 Lakh,2014,"1,19,732 km",Diesel,Navi Mumbai,Home Test Drive,"EMI starts at₹9,299"
673,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.3 Lakh,2015,"26,000 km",Petrol,Navi Mumbai,,"EMI starts at₹7,140"
674,Tata Zest XMS Petrol,₹ 3.75 Lakh,2014,"45,123 km",Petrol,Navi Mumbai,,"EMI starts at₹6,227"
675,Maruti Suzuki Alto LXi CNG,₹ 1.25 Lakh,2007,"58,000 km",CNG,Navi Mumbai,,
676,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 2.99 Lakh,2013,"69,000 km",CNG,Navi Mumbai,,"EMI starts at₹4,965"
677,Maruti Suzuki Vitara Brezza VDi,₹ 7.25 Lakh,2017,"75,793 km",Diesel,Navi Mumbai,,"EMI starts at₹12,039"
678,Hyundai Creta S 1.4 CRDI,₹ 8.7 Lakh,2017,"46,133 km",Diesel,Navi Mumbai,,"EMI starts at₹14,447"
679,MG ZS EV Exclusive [2020-2021],₹ 20.1 Lakh,2021,"9,357 km",Electric,Navi Mumbai,Home Test Drive,"EMI starts at₹33,379"
680,Honda City 1.5 V MT,₹ 2.9 Lakh,2011,"37,970 km",Petrol,Navi Mumbai,Great Price,
681,Maruti Suzuki Ignis Delta 1.2 AMT,₹ 4.95 Lakh,2017,"25,000 km",Petrol,Navi Mumbai,,"EMI starts at₹8,220"
682,Volkswagen Vento Diesel Style,₹ 4.25 Lakh,2012,"25,000 km",Diesel,Navi Mumbai,,
683,Ford Endeavour Titanium 3.2 4x4 AT,₹ 27.5 Lakh,2017,"44,000 km",Diesel,Navi Mumbai,Home Test Drive,"EMI starts at₹45,668"
684,Land Rover Discovery Sport HSE,₹ 37.75 Lakh,2018,"53,000 km",Diesel,Navi Mumbai,Great Price,
685,Toyota Land Cruiser Prado VX L,₹ 23.5 Lakh,2010,"1,61,000 km",Diesel,Navi Mumbai,Great Price,
686,BMW X1 sDrive20d Expedition,₹ 18.75 Lakh,2016,"64,300 km",Diesel,Navi Mumbai,Home Test Drive,"EMI starts at₹31,137"
687,Audi A6 2.8 FSI,₹ 10.5 Lakh,2012,"26,700 km",Petrol,Navi Mumbai,,"EMI starts at₹17,437"
688,Maruti Suzuki Swift DZire ZXI,₹ 4.35 Lakh,2012,"28,500 km",Petrol,Navi Mumbai,,
689,Tata Tiago Revotorq XZ [2016-2019],₹ 4.35 Lakh,2017,"3,537 km",Diesel,Navi Mumbai,,"EMI starts at₹7,223"
690,Maruti Suzuki Vitara Brezza ZDi Plus,₹ 9 Lakh,2019,"29,422 km",Diesel,Navi Mumbai,,"EMI starts at₹14,946"
691,Maruti Suzuki Wagon R ZXi 1.2,₹ 5.8 Lakh,2020,"48,578 km",Petrol,Navi Mumbai,,"EMI starts at₹9,631"
692,Maruti Suzuki Wagon R 1.0 LXi Avance LE,₹ 3.1 Lakh,2015,"1,40,873 km",Petrol,Navi Mumbai,,"EMI starts at₹5,148"
693,Maruti Suzuki Wagon R 1.0 LXi Avance LE,₹ 3.1 Lakh,2015,"1,40,873 km",Petrol,Navi Mumbai,,"EMI starts at₹5,148"
694,Hyundai Santro Sportz [2018-2020],₹ 4.8 Lakh,2019,"25,854 km",Petrol,Navi Mumbai,,"EMI starts at₹7,971"
695,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 3.15 Lakh,2013,"64,412 km",CNG,Navi Mumbai,,"EMI starts at₹5,231"
696,Maruti Suzuki Estilo VXi,"₹ 95,000",2008,"94,322 km",Petrol,Navi Mumbai,,
697,Maruti Suzuki Alto K10 VXi,₹ 2.1 Lakh,2012,"33,000 km",Petrol,Navi Mumbai,,
698,Hyundai Elite i20 Sportz 1.2,₹ 5.75 Lakh,2017,"11,414 km",Petrol,Navi Mumbai,,"EMI starts at₹9,548"
699,Jeep Compass Limited 1.4 Petrol AT [2017-2020],₹ 15.75 Lakh,2018,"28,406 km",Petrol,Navi Mumbai,,"EMI starts at₹26,155"
700,Maruti Suzuki Eeco 5 STR WITH HTR CNG [2018-2019],₹ 4.95 Lakh,2020,"47,285 km",CNG,Navi Mumbai,,"EMI starts at₹8,220"
701,Renault Kwid 1.0 RXL [2017-2019],₹ 3.8 Lakh,2019,"16,529 km",Petrol,Navi Mumbai,,"EMI starts at₹6,310"
702,Honda Jazz SV Petrol,₹ 5.45 Lakh,2017,"26,289 km",Petrol,Navi Mumbai,,"EMI starts at₹9,050"
703,Honda City S,₹ 7.75 Lakh,2018,"18,910 km",Petrol,Navi Mumbai,,"EMI starts at₹12,870"
704,Hyundai Elite i20 Magna Executive 1.2,₹ 4.95 Lakh,2017,"57,222 km",Petrol,Navi Mumbai,,"EMI starts at₹8,220"
705,Maruti Suzuki Wagon R VXi 1.0 [2019-2019],₹ 5.8 Lakh,2020,"41,320 km",Petrol,Navi Mumbai,,"EMI starts at₹9,631"
706,Honda City SV,₹ 5.5 Lakh,2015,"74,703 km",Petrol,Navi Mumbai,,"EMI starts at₹9,133"
707,Maruti Suzuki Dzire ZXi,₹ 7.5 Lakh,2020,"12,736 km",Petrol,Navi Mumbai,,"EMI starts at₹12,455"
708,Maruti Suzuki Swift DZire VXI,₹ 4.2 Lakh,2013,"62,500 km",Petrol,Navi Mumbai,,"EMI starts at₹6,974"
709,Skoda Rapid 1.6 MPI Active,₹ 6.9 Lakh,2019,"16,635 km",Petrol,Navi Mumbai,,"EMI starts at₹11,458"
710,Maruti Suzuki Dzire VXi,₹ 6 Lakh,2018,"73,239 km",Petrol,Navi Mumbai,,"EMI starts at₹9,964"
711,Maruti Suzuki Ciaz ZXi,₹ 7.25 Lakh,2017,"19,690 km",Petrol,Navi Mumbai,,"EMI starts at₹12,039"
712,Maruti Suzuki S-Presso VXi,₹ 4.6 Lakh,2021,"30,830 km",Petrol,Navi Mumbai,,"EMI starts at₹7,639"
713,Ford Figo Duratec Petrol EXI 1.2,₹ 4.35 Lakh,2016,"38,553 km",Petrol,Navi Mumbai,,"EMI starts at₹7,223"
714,Honda Amaze 1.5 S i-DTEC,₹ 3.2 Lakh,2013,"64,807 km",Diesel,Navi Mumbai,,"EMI starts at₹5,314"
715,Maruti Suzuki Wagon R 1.0 LXi CNG Avance LE,₹ 3.4 Lakh,2014,"75,963 km",CNG,Navi Mumbai,,"EMI starts at₹5,646"
716,Maruti Suzuki Swift VXi,₹ 5.2 Lakh,2015,"64,101 km",Petrol,Navi Mumbai,,"EMI starts at₹8,635"
717,Maruti Suzuki Wagon R 1.0 LXi,₹ 3.1 Lakh,2012,"1,16,211 km",Petrol,Navi Mumbai,,"EMI starts at₹5,148"
718,Maruti Suzuki Swift VXi,₹ 4.95 Lakh,2017,"56,327 km",Petrol,Navi Mumbai,,"EMI starts at₹8,220"
719,Hyundai Elite i20 Magna 1.2 [2016-2017],₹ 5.1 Lakh,2016,"42,751 km",Petrol,Navi Mumbai,,"EMI starts at₹8,469"
720,Maruti Suzuki Celerio VXi,₹ 5.4 Lakh,2020,"30,811 km",Petrol,Navi Mumbai,,"EMI starts at₹8,967"
721,Hyundai Verna Fluidic 1.6 CRDi SX,₹ 4.25 Lakh,2013,"75,000 km",Diesel,Navi Mumbai,,"EMI starts at₹7,057"
722,Maruti Suzuki S-Cross Alpha 1.6,₹ 7.1 Lakh,2016,"97,986 km",Diesel,Navi Mumbai,,"EMI starts at₹11,790"
723,Honda Accord 2.4 AT,₹ 4.25 Lakh,2010,"91,000 km",Petrol,Navi Mumbai,,
724,Tata Tiago Revotron XZ Plus,₹ 5.55 Lakh,2018,"24,000 km",Petrol,Navi Mumbai,,
725,Maruti Suzuki Ciaz ZXi  AT,₹ 5.5 Lakh,2014,"58,500 km",Petrol,Navi Mumbai,,"EMI starts at₹9,133"
726,MINI Cooper Countryman Cooper S,₹ 17.25 Lakh,2013,"72,100 km",Petrol,Navi Mumbai,,
727,Hyundai Sonata 2.4 GDi AT,₹ 6.75 Lakh,2013,"93,000 km",Petrol,Navi Mumbai,,
728,Honda City V CVT Petrol [2017-2019],₹ 9.2 Lakh,2018,"22,117 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹15,278"
729,Hyundai Creta SX 1.6 AT Petrol,₹ 11.9 Lakh,2018,"50,824 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹19,761"
730,Maruti Suzuki Swift VDi,₹ 6.25 Lakh,2017,"24,982 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹10,379"
731,MINI Cooper S,₹ 42 Lakh,2021,"11,725 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹69,748"
732,Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 31 Lakh,2021,"19,742 km",Diesel,Mumbai,Home Test Drive,
733,Honda City VX CVT,₹ 7.11 Lakh,2015,"66,684 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,807"
734,Renault Triber RXZ EASY-R AMT,₹ 7.5 Lakh,2020,"19,790 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,455"
735,Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 3.95 Lakh,2016,"42,398 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹6,559"
736,Honda City VX CVT,₹ 7.15 Lakh,2015,"46,404 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,873"
737,Maruti Suzuki Wagon R VXi 1.2 AMT,₹ 5.65 Lakh,2019,"18,378 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,382"
738,Renault Kwid CLIMBER 1.0 AMT [2017-2019],₹ 5.25 Lakh,2020,"10,691 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹8,718"
739,Hyundai Elite i20 Sportz 1.2,₹ 6.45 Lakh,2018,"12,597 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹10,711"
740,Maruti Suzuki Celerio VXi AMT ABS,₹ 4.45 Lakh,2016,"24,608 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,389"
741,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 5.4 Lakh,2016,"41,179 km",Petrol,Thane,,"EMI starts at₹8,967"
742,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.25 Lakh,2018,"10,800 km",Petrol,Thane,,"EMI starts at₹8,718"
743,Maruti Suzuki Swift VXi,₹ 3.11 Lakh,2012,"59,959 km",Petrol,Thane,,
744,Hyundai i10 Sportz 1.2 Kappa2,₹ 3.15 Lakh,2013,"66,493 km",Petrol,Thane,,"EMI starts at₹5,231"
745,Datsun redi-GO T (O) [2016-2019],₹ 2.55 Lakh,2016,"30,055 km",Petrol,Thane,,
746,Hyundai Verna 1.6 VTVT SX,₹ 6.5 Lakh,2016,"38,499 km",Petrol,Thane,,
747,Tata Hexa XM 4x2 7 STR,₹ 11.75 Lakh,2019,"25,090 km",Diesel,Thane,,"EMI starts at₹19,512"
748,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],₹ 18.81 Lakh,2017,"43,236 km",Diesel,Thane,,"EMI starts at₹31,237"
749,Maruti Suzuki Swift Dzire ZXI,₹ 5.75 Lakh,2015,"38,002 km",Petrol,Thane,,"EMI starts at₹9,548"
750,Maruti Suzuki Ertiga VXI CNG,₹ 11.5 Lakh,2021,"13,120 km",CNG,Thane,,"EMI starts at₹19,097"
751,Maruti Suzuki Ertiga ZXi CNG,₹ 13.5 Lakh,2022,"7,675 km",CNG,Thane,,"EMI starts at₹22,419"
752,Maruti Suzuki Ertiga VXI CNG,₹ 11.2 Lakh,2020,"7,717 km",CNG,Thane,,"EMI starts at₹18,599"
753,Maruti Suzuki Ertiga VXI CNG,₹ 11.51 Lakh,2021,"16,692 km",CNG,Thane,,"EMI starts at₹19,114"
754,Hyundai Verna 1.6 VTVT SX,₹ 7.9 Lakh,2017,"23,493 km",Petrol,Thane,,"EMI starts at₹13,119"
755,Toyota Etios VX,₹ 5.4 Lakh,2015,"19,652 km",Petrol,Thane,,"EMI starts at₹8,967"
756,Hyundai Elite i20 Sportz 1.2,₹ 6.35 Lakh,2018,"22,859 km",Petrol,Thane,,"EMI starts at₹10,545"
757,Maruti Suzuki Dzire VXi,₹ 7.25 Lakh,2021,"9,850 km",Petrol,Thane,,"EMI starts at₹12,039"
758,Maruti Suzuki Baleno Zeta 1.2 AT,₹ 6.75 Lakh,2017,"32,530 km",Petrol,Thane,,"EMI starts at₹11,209"
759,Maruti Suzuki Ciaz ZXI+,₹ 6.51 Lakh,2016,"22,767 km",Petrol,Thane,,"EMI starts at₹10,810"
760,Maruti Suzuki S-Cross Zeta 1.3,₹ 7.99 Lakh,2017,"41,865 km",Diesel,Thane,,"EMI starts at₹13,268"
761,Hyundai Venue SX 1.0 Turbo,₹ 10.99 Lakh,2022,"10,408 km",Petrol,Thane,,"EMI starts at₹18,250"
762,Maruti Suzuki Wagon R LXi 1.0 CNG [2019-2020],₹ 5.7 Lakh,2019,"39,519 km",CNG,Thane,,"EMI starts at₹9,465"
763,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.35 Lakh,2015,"39,270 km",Petrol,Thane,,
764,Maruti Suzuki Swift VXi [2014-2017],₹ 6.65 Lakh,2020,"10,952 km",Petrol,Thane,,"EMI starts at₹11,043"
765,Toyota Innova Crysta 2.4 GX 8 STR [2016-2020],₹ 21 Lakh,2020,"51,713 km",Diesel,Thane,,"EMI starts at₹34,874"
766,Hyundai Creta SX 1.6 AT Petrol,₹ 14.5 Lakh,2019,"25,223 km",Petrol,Thane,,"EMI starts at₹24,079"
767,Maruti Suzuki Eeco 5 STR AC (O) CNG,₹ 5.99 Lakh,2021,"21,462 km",CNG,Thane,,"EMI starts at₹9,947"
768,Honda Jazz V AT Petrol,₹ 5.95 Lakh,2016,"67,474 km",Petrol,Thane,,
769,Maruti Suzuki Swift VXi AMT,₹ 7.65 Lakh,2021,"10,906 km",Petrol,Thane,,"EMI starts at₹12,704"
770,Hyundai Creta 1.6 SX Plus AT Petrol,₹ 14.45 Lakh,2020,"37,321 km",Petrol,Thane,,"EMI starts at₹23,996"
771,Mahindra Marazzo M2 7 STR,₹ 8.95 Lakh,2018,"29,632 km",Diesel,Thane,,"EMI starts at₹14,862"
772,Honda City ZX CVT Petrol [2017-2019],₹ 11.35 Lakh,2019,"36,549 km",Petrol,Thane,,"EMI starts at₹18,848"
773,Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 6.35 Lakh,2017,"38,766 km",Petrol,Thane,,"EMI starts at₹10,545"
774,Honda City VX CVT,₹ 5.55 Lakh,2015,"86,321 km",Petrol,Thane,,"EMI starts at₹9,216"
775,Hyundai Elite i20 Sportz 1.2,₹ 6.35 Lakh,2017,"32,011 km",Petrol,Thane,,"EMI starts at₹10,545"
776,Hyundai Elite i20 Magna 1.2,₹ 4.95 Lakh,2014,"93,004 km",Petrol,Thane,,"EMI starts at₹8,220"
777,Ford EcoSport Trend 1.5L Ti-VCT,₹ 5.95 Lakh,2017,"44,849 km",Petrol,Thane,,"EMI starts at₹9,880"
778,Honda City V Petrol [2017-2019],₹ 7.45 Lakh,2017,"33,246 km",Petrol,Thane,,"EMI starts at₹12,371"
779,Nissan Terrano XL (D),₹ 4.75 Lakh,2013,"88,017 km",Diesel,Thane,,"EMI starts at₹7,888"
780,Honda City SV CVT,₹ 5.95 Lakh,2014,"46,200 km",Petrol,Thane,,"EMI starts at₹9,880"
781,Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 6.8 Lakh,2019,"42,687 km",Petrol,Thane,,"EMI starts at₹11,292"
782,Maruti Suzuki Ignis Alpha 1.2 MT,₹ 5.25 Lakh,2018,"41,235 km",Petrol,Thane,,"EMI starts at₹8,718"
783,Maruti Suzuki Ciaz Delta 1.4 AT,₹ 7.4 Lakh,2017,"48,275 km",Petrol,Thane,,"EMI starts at₹12,288"
784,Renault Kwid 1.0 RXT AMT Opt [2016-2019],₹ 4.35 Lakh,2018,"19,509 km",Petrol,Thane,,"EMI starts at₹7,223"
785,Hyundai Elantra 1.8 SX AT,₹ 7.15 Lakh,2015,"70,750 km",Petrol,Thane,,"EMI starts at₹11,873"
786,Maruti Suzuki Ertiga Vxi CNG,₹ 7.35 Lakh,2015,"68,917 km",CNG,Thane,,"EMI starts at₹12,205"
787,Hyundai Elite i20 Sportz 1.2,₹ 6.1 Lakh,2017,"45,545 km",Petrol,Thane,,"EMI starts at₹10,130"
788,Hyundai Venue SX 1.0 Turbo,₹ 10.25 Lakh,2020,"24,087 km",Petrol,Thane,,
789,Hyundai Xcent SX 1.2 (O),₹ 4.15 Lakh,2014,"78,852 km",Petrol,Thane,,"EMI starts at₹6,891"
790,Honda Amaze 1.2 VX i-VTEC,₹ 4.25 Lakh,2013,"68,287 km",Petrol,Thane,,"EMI starts at₹7,057"
791,Maruti Suzuki Ciaz ZXi,₹ 5.75 Lakh,2014,"60,469 km",Petrol,Thane,,"EMI starts at₹9,548"
792,Honda City V CVT Petrol [2017-2019],₹ 8.45 Lakh,2017,"49,011 km",Petrol,Thane,,"EMI starts at₹14,032"
793,Toyota Corolla Altis JS Petrol,₹ 6.45 Lakh,2015,"90,266 km",Petrol,Thane,,"EMI starts at₹10,711"
794,Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 7.45 Lakh,2017,"45,989 km",Petrol,Thane,,"EMI starts at₹12,371"
795,Toyota Corolla Altis JS Petrol,₹ 6.45 Lakh,2015,"90,266 km",Petrol,Thane,,"EMI starts at₹10,711"
796,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 4.95 Lakh,2013,"52,068 km",Petrol,Thane,,"EMI starts at₹8,220"
797,Nissan Micra XV CVT [2016-2017],₹ 2.95 Lakh,2013,"43,423 km",Petrol,Thane,,"EMI starts at₹4,898"
798,Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 7.45 Lakh,2017,"45,989 km",Petrol,Thane,,"EMI starts at₹12,371"
799,Toyota Etios Liva G,₹ 3.15 Lakh,2012,"45,759 km",Petrol,Thane,,
800,Jeep Compass Limited 1.4 Petrol AT [2017-2020],₹ 13.95 Lakh,2017,"45,221 km",Petrol,Thane,,
801,Honda Amaze 1.2 E i-VTEC,₹ 3.95 Lakh,2015,"28,375 km",Petrol,Thane,,"EMI starts at₹6,559"
802,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.45 Lakh,2017,"46,721 km",CNG,Thane,,"EMI starts at₹7,389"
803,Hyundai Verna Fluidic 1.6 CRDi SX Opt AT,₹ 4.85 Lakh,2012,"83,728 km",Diesel,Thane,,
804,Mercedes-Benz E-Class E350 Avantgarde,₹ 11.95 Lakh,2012,"63,906 km",Petrol,Thane,,
805,Honda City 1.5 S MT,₹ 3.95 Lakh,2012,"68,434 km",Petrol,Thane,,
806,Nissan Sunny XL D,₹ 5.45 Lakh,2017,"52,537 km",Diesel,Thane,,"EMI starts at₹9,050"
807,Maruti Suzuki Vitara Brezza ZDi,₹ 8.45 Lakh,2018,"64,123 km",Diesel,Thane,,"EMI starts at₹14,032"
808,Maruti Suzuki Alto K10 LXi CNG (Airbag) [2014-2019],₹ 4.15 Lakh,2019,"17,265 km",CNG,Thane,,"EMI starts at₹6,891"
809,Maruti Suzuki Ignis Delta 1.2 AMT,₹ 5.15 Lakh,2018,"52,561 km",Petrol,Thane,,"EMI starts at₹8,552"
810,Honda BR-V S Petrol,₹ 6.45 Lakh,2016,"42,483 km",Petrol,Thane,,"EMI starts at₹10,711"
811,Maruti Suzuki Baleno Zeta 1.2,₹ 7.25 Lakh,2020,"12,251 km",Petrol,Thane,,"EMI starts at₹12,039"
812,Maruti Suzuki Dzire VDi AMT,₹ 7.55 Lakh,2018,"28,300 km",Diesel,Thane,,"EMI starts at₹12,538"
813,Ford EcoSport Titanium 1.5L Ti-VCT,₹ 5.95 Lakh,2016,"48,023 km",Petrol,Thane,,"EMI starts at₹9,880"
814,Nissan Sunny XV,₹ 3.15 Lakh,2012,"92,073 km",Petrol,Thane,,
